,SD,SGG,NAME_AD,CODE,CODE_AD,ALL,0_4,5_9,10_14,15_19,20_24,25_29,30_34,35_39,40_44,45_49,50_54,55_59,60_64,65_69,70_74,75_79,80_84,85_89,90_94,95_99,100_,YEAR
107,서울특별시,중랑구,망우3동,1107068,1126066000,18031.0,472.0,507.0,554.0,881.0,1200.0,1282.0,1136.0,1352.0,1112.0,1584.0,1724.0,1748.0,1527.0,998.0,810.0,580.0,321.0,163.0,54.0,12.0,14.0,2018
108,서울특별시,중랑구,신내1동,1107069,1126068000,41126.0,1619.0,2475.0,1924.0,1992.0,2700.0,2685.0,2303.0,3469.0,2978.0,3325.0,3220.0,3641.0,2960.0,1875.0,1519.0,1163.0,754.0,325.0,142.0,47.0,10.0,2018
109,서울특별시,중랑구,신내2동,1107070,1126069000,22305.0,800.0,856.0,953.0,1119.0,1386.0,1407.0,1456.0,1873.0,1589.0,1963.0,1767.0,1966.0,1732.0,1164.0,865.0,668.0,456.0,192.0,67.0,22.0,4.0,2018
110,서울특별시,성북구,성북동,1108081,1129052500,17363.0,421.0,538.0,598.0,801.0,1174.0,1557.0,1334.0,1341.0,1202.0,1600.0,1406.0,1368.0,1099.0,781.0,741.0,641.0,430.0,207.0,79.0,32.0,13.0,2018
111,서울특별시,성북구,삼선동,1108082,1129055500,26409.0,654.0,829.0,978.0,1346.0,2099.0,2495.0,1959.0,1951.0,1933.0,2442.0,2051.0,1981.0,1694.0,1156.0,1041.0,911.0,538.0,217.0,80.0,25.0,29.0,2018
112,서울특별시,성북구,동선동,1108083,1129057500,15539.0,318.0,361.0,417.0,658.0,1884.0,2160.0,1520.0,1200.0,990.0,1193.0,929.0,932.0,828.0,614.0,567.0,495.0,270.0,120.0,51.0,16.0,16.0,2018
113,서울특별시,성북구,돈암1동,1108058,1129058000,16296.0,486.0,519.0,661.0,913.0,1159.0,1112.0,1094.0,1152.0,1034.0,1518.0,1416.0,1396.0,1234.0,838.0,678.0,543.0,323.0,161.0,39.0,9.0,11.0,2018
114,서울특별시,성북구,돈암2동,1108059,1129059000,25172.0,948.0,1414.0,1546.0,1515.0,1545.0,1459.0,1398.0,1923.0,2205.0,2642.0,2127.0,1862.0,1454.0,980.0,754.0,659.0,424.0,219.0,71.0,17.0,10.0,2018
115,서울특별시,성북구,안암동,1108060,1129060000,15179.0,268.0,277.0,339.0,676.0,2169.0,2268.0,1281.0,971.0,827.0,1083.0,1109.0,1014.0,849.0,572.0,541.0,476.0,285.0,115.0,39.0,8.0,12.0,2018
116,서울특별시,성북구,보문동,1108061,1129061000,16725.0,609.0,520.0,444.0,676.0,1229.0,1658.0,1419.0,1496.0,1225.0,1483.0,1323.0,1293.0,1037.0,740.0,589.0,482.0,298.0,128.0,46.0,18.0,12.0,2018
117,서울특별시,성북구,정릉1동,1108062,1129062000,18058.0,680.0,761.0,831.0,1000.0,1122.0,1103.0,1177.0,1501.0,1508.0,1718.0,1343.0,1366.0,1133.0,892.0,708.0,636.0,339.0,163.0,52.0,13.0,12.0,2018
118,서울특별시,성북구,정릉2동,1108063,1129063000,24026.0,868.0,889.0,885.0,1300.0,1618.0,1509.0,1434.0,1890.0,1757.0,2164.0,1902.0,1951.0,1832.0,1312.0,1071.0,840.0,517.0,178.0,79.0,11.0,19.0,2018
119,서울특별시,성북구,정릉3동,1108064,1129064000,15869.0,421.0,371.0,435.0,734.0,1458.0,1411.0,1059.0,1019.0,936.0,1252.0,1216.0,1222.0,1257.0,868.0,798.0,734.0,413.0,160.0,78.0,17.0,10.0,2018
120,서울특별시,성북구,정릉4동,1108065,1129065000,26817.0,949.0,1066.0,1144.0,1331.0,1680.0,1597.0,1604.0,2238.0,2086.0,2538.0,2114.0,2077.0,1967.0,1424.0,1179.0,973.0,498.0,217.0,91.0,30.0,14.0,2018
121,서울특별시,성북구,길음1동,1108066,1129066000,37637.0,1798.0,2835.0,2613.0,2297.0,1837.0,1647.0,1992.0,3597.0,4131.0,4185.0,2565.0,2090.0,1853.0,1277.0,1138.0,926.0,488.0,232.0,79.0,33.0,24.0,2018
122,서울특별시,성북구,길음2동,1108068,1129068500,11643.0,377.0,507.0,509.0,573.0,713.0,731.0,677.0,893.0,912.0,1110.0,943.0,970.0,821.0,670.0,452.0,407.0,213.0,100.0,37.0,13.0,15.0,2018
123,서울특별시,성북구,종암동,1108084,1129070500,40931.0,1464.0,1755.0,1908.0,2131.0,2853.0,2983.0,2537.0,3221.0,3171.0,3792.0,3230.0,3180.0,2597.0,1772.0,1534.0,1333.0,830.0,395.0,155.0,53.0,37.0,2018
124,서울특별시,성북구,월곡1동,1108071,1129071500,27628.0,1048.0,1404.0,1419.0,1378.0,1503.0,1593.0,1563.0,2295.0,2343.0,2646.0,2080.0,2116.0,1966.0,1394.0,1140.0,942.0,494.0,201.0,64.0,19.0,20.0,2018
125,서울특별시,성북구,월곡2동,1108072,1129072500,20118.0,645.0,699.0,712.0,900.0,1635.0,1692.0,1338.0,1550.0,1391.0,1741.0,1558.0,1544.0,1444.0,1031.0,818.0,728.0,411.0,184.0,69.0,17.0,11.0,2018
126,서울특별시,성북구,장위1동,1108076,1129076000,21020.0,495.0,610.0,719.0,1119.0,1530.0,1506.0,1249.0,1354.0,1420.0,1866.0,1995.0,2027.0,1679.0,1146.0,881.0,762.0,412.0,165.0,59.0,11.0,15.0,2018
127,서울특별시,성북구,장위2동,1108077,1129077000,14795.0,272.0,404.0,453.0,680.0,954.0,945.0,789.0,925.0,930.0,1320.0,1361.0,1409.0,1275.0,975.0,823.0,673.0,361.0,151.0,48.0,24.0,23.0,2018
128,서울특별시,성북구,장위3동,1108078,1129078000,11490.0,362.0,503.0,457.0,627.0,710.0,640.0,592.0,865.0,853.0,1057.0,1005.0,1032.0,897.0,626.0,507.0,406.0,226.0,80.0,23.0,8.0,14.0,2018
129,서울특별시,성북구,석관동,1108085,1129081000,33153.0,939.0,1039.0,988.0,1375.0,2287.0,2365.0,2053.0,2557.0,2207.0,2848.0,2768.0,3076.0,2693.0,1943.0,1608.0,1343.0,699.0,235.0,90.0,25.0,15.0,2018
130,서울특별시,강북구,삼양동,1109069,1130553400,26379.0,772.0,850.0,954.0,1380.0,1694.0,1629.0,1547.0,2005.0,1783.0,2352.0,2343.0,2376.0,2055.0,1516.0,1249.0,1008.0,519.0,208.0,83.0,30.0,26.0,2018
131,서울특별시,강북구,미아동,1109070,1130553500,22707.0,462.0,560.0,647.0,935.0,1722.0,1946.0,1546.0,1634.0,1490.0,1882.0,1898.0,2074.0,1855.0,1278.0,1055.0,949.0,510.0,182.0,57.0,14.0,11.0,2018
132,서울특별시,강북구,송중동,1109071,1130554500,28967.0,654.0,885.0,923.0,1232.0,1830.0,2210.0,1927.0,2136.0,2053.0,2510.0,2330.0,2586.0,2395.0,1734.0,1465.0,1138.0,593.0,237.0,76.0,28.0,25.0,2018
133,서울특별시,강북구,송천동,1109072,1130555500,29023.0,660.0,764.0,814.0,1180.0,1841.0,2066.0,1789.0,2032.0,1885.0,2427.0,2661.0,2785.0,2536.0,1787.0,1486.0,1243.0,681.0,245.0,93.0,29.0,19.0,2018
134,서울특별시,강북구,삼각산동,1109073,1130557500,33387.0,1435.0,2120.0,2069.0,2216.0,1896.0,1528.0,1679.0,2882.0,3221.0,3731.0,2543.0,2278.0,1817.0,1283.0,1053.0,836.0,486.0,191.0,72.0,29.0,22.0,2018
135,서울특별시,강북구,번1동,1109060,1130559000,19572.0,407.0,452.0,508.0,740.0,1502.0,1826.0,1435.0,1607.0,1441.0,1680.0,1542.0,1692.0,1404.0,1021.0,994.0,722.0,377.0,140.0,60.0,11.0,11.0,2018
136,서울특별시,강북구,번2동,1109061,1130560000,17381.0,409.0,492.0,530.0,795.0,1116.0,1128.0,937.0,1218.0,1190.0,1541.0,1372.0,1595.0,1401.0,1145.0,1038.0,865.0,371.0,168.0,56.0,10.0,4.0,2018
137,서울특별시,강북구,번3동,1109062,1130560600,18889.0,516.0,639.0,690.0,963.0,1157.0,1022.0,844.0,1319.0,1418.0,1632.0,1419.0,1519.0,1374.0,1273.0,1322.0,1070.0,442.0,172.0,63.0,23.0,12.0,2018
138,서울특별시,강북구,수유1동,1109063,1130561000,22065.0,570.0,657.0,673.0,933.0,1494.0,1769.0,1432.0,1605.0,1466.0,1839.0,1805.0,2047.0,1731.0,1297.0,1063.0,871.0,493.0,196.0,68.0,21.0,35.0,2018
139,서울특별시,강북구,수유2동,1109064,1130562000,22379.0,626.0,647.0,686.0,992.0,1536.0,1597.0,1295.0,1583.0,1514.0,1916.0,1872.0,2017.0,1776.0,1313.0,1086.0,1006.0,569.0,253.0,72.0,19.0,4.0,2018
140,서울특별시,강북구,수유3동,1109065,1130563000,23863.0,540.0,516.0,489.0,813.0,1855.0,2320.0,1874.0,1869.0,1541.0,1976.0,2028.0,2094.0,1842.0,1275.0,1113.0,943.0,502.0,174.0,59.0,23.0,17.0,2018
141,서울특별시,강북구,우이동,1109074,1130564500,21760.0,647.0,692.0,676.0,960.0,1428.0,1385.0,1314.0,1533.0,1398.0,1876.0,1783.0,1921.0,1771.0,1298.0,1146.0,1032.0,517.0,233.0,85.0,38.0,27.0,2018
142,서울특별시,강북구,인수동,1109075,1130566000,32792.0,891.0,1058.0,1064.0,1399.0,2071.0,2274.0,2028.0,2376.0,2207.0,2692.0,2684.0,3006.0,2703.0,1957.0,1701.0,1400.0,800.0,315.0,115.0,35.0,16.0,2018
143,서울특별시,도봉구,창1동,1110059,1132051100,26571.0,824.0,1047.0,1189.0,1321.0,1734.0,1784.0,1708.0,2139.0,2034.0,2492.0,2160.0,2185.0,1919.0,1244.0,1059.0,870.0,491.0,243.0,98.0,24.0,6.0,2018
144,서울특별시,도봉구,창2동,1110060,1132051200,31074.0,1134.0,1137.0,1103.0,1528.0,2126.0,2279.0,2171.0,2526.0,2312.0,2700.0,2621.0,2690.0,2197.0,1500.0,1210.0,985.0,535.0,239.0,62.0,17.0,2.0,2018
145,서울특별시,도봉구,창3동,1110061,1132051300,15050.0,434.0,511.0,534.0,737.0,985.0,978.0,851.0,1104.0,1071.0,1330.0,1344.0,1360.0,1142.0,847.0,712.0,606.0,307.0,125.0,44.0,16.0,12.0,2018
146,서울특별시,도봉구,창4동,1110062,1132051400,28379.0,958.0,1164.0,1350.0,1688.0,2067.0,1787.0,1637.0,2110.0,2084.0,2798.0,2504.0,2509.0,1972.0,1120.0,929.0,763.0,515.0,287.0,103.0,28.0,6.0,2018
147,서울특별시,도봉구,창5동,1110063,1132051500,25927.0,897.0,898.0,932.0,1378.0,1810.0,1851.0,1814.0,1952.0,1695.0,2187.0,2256.0,2365.0,2065.0,1283.0,920.0,781.0,495.0,239.0,77.0,22.0,10.0,2018
148,서울특별시,도봉구,도봉1동,1110064,1132052100,22686.0,510.0,619.0,549.0,864.0,1407.0,1450.0,1247.0,1536.0,1422.0,1821.0,1879.0,2194.0,2056.0,1611.0,1439.0,1120.0,603.0,244.0,70.0,28.0,17.0,2018
149,서울특별시,도봉구,도봉2동,1110065,1132052200,28903.0,967.0,988.0,845.0,1142.0,1605.0,1933.0,1803.0,2228.0,1896.0,2159.0,2239.0,2622.0,2717.0,1892.0,1518.0,1191.0,666.0,329.0,108.0,31.0,24.0,2018
150,서울특별시,도봉구,쌍문1동,1110051,1132066000,22185.0,589.0,732.0,818.0,1151.0,1546.0,1542.0,1213.0,1510.0,1538.0,1984.0,1883.0,1924.0,1785.0,1221.0,1043.0,937.0,476.0,179.0,79.0,18.0,17.0,2018
151,서울특별시,도봉구,쌍문2동,1110052,1132067000,20387.0,649.0,607.0,651.0,1036.0,1314.0,1453.0,1366.0,1657.0,1346.0,1703.0,1677.0,1841.0,1637.0,1072.0,868.0,732.0,441.0,223.0,80.0,20.0,14.0,2018
152,서울특별시,도봉구,쌍문3동,1110053,1132068000,17234.0,486.0,474.0,479.0,706.0,1176.0,1400.0,1206.0,1383.0,1195.0,1386.0,1417.0,1476.0,1333.0,970.0,859.0,711.0,355.0,152.0,48.0,17.0,5.0,2018
153,서울특별시,도봉구,쌍문4동,1110054,1132068100,20053.0,555.0,821.0,982.0,1243.0,1429.0,1383.0,1161.0,1358.0,1358.0,1921.0,1759.0,1900.0,1596.0,851.0,569.0,559.0,328.0,181.0,87.0,8.0,4.0,2018
154,서울특별시,도봉구,방학1동,1110055,1132069000,30255.0,795.0,1007.0,1070.0,1489.0,2125.0,2145.0,1710.0,2036.0,2044.0,2628.0,2674.0,2904.0,2601.0,1671.0,1358.0,1069.0,534.0,251.0,104.0,30.0,10.0,2018
155,서울특별시,도봉구,방학2동,1110056,1132070000,21440.0,524.0,644.0,699.0,1077.0,1480.0,1451.0,1177.0,1418.0,1360.0,1943.0,1967.0,2010.0,1799.0,1259.0,1014.0,869.0,438.0,191.0,82.0,25.0,13.0,2018
156,서울특별시,도봉구,방학3동,1110057,1132071000,29269.0,928.0,1285.0,1478.0,1660.0,1907.0,1948.0,1605.0,1906.0,2031.0,2692.0,2438.0,2817.0,2413.0,1392.0,924.0,825.0,573.0,313.0,107.0,21.0,6.0,2018
157,서울특별시,노원구,월계1동,1111051,1135056000,23575.0,715.0,807.0,826.0,1047.0,2128.0,1849.0,1435.0,1757.0,1761.0,1900.0,1794.0,1922.0,1709.0,1368.0,1033.0,782.0,436.0,200.0,74.0,19.0,13.0,2018
158,서울특별시,노원구,월계2동,1111052,1135057000,26541.0,865.0,982.0,975.0,1368.0,1669.0,1456.0,1398.0,2003.0,2011.0,2262.0,2127.0,2290.0,2231.0,1685.0,1221.0,979.0,558.0,310.0,104.0,39.0,8.0,2018
159,서울특별시,노원구,월계3동,1111053,1135058000,32309.0,1399.0,1376.0,1146.0,1302.0,1859.0,2023.0,2326.0,2994.0,2422.0,2587.0,2345.0,2613.0,2583.0,1789.0,1372.0,1131.0,622.0,288.0,96.0,23.0,13.0,2018
160,서울특별시,노원구,공릉1동,1111079,1135059500,38939.0,1210.0,1297.0,1357.0,1755.0,3380.0,3438.0,2928.0,3199.0,2732.0,3032.0,2895.0,3228.0,2925.0,2040.0,1405.0,1083.0,600.0,284.0,108.0,28.0,15.0,2018
161,서울특별시,노원구,공릉2동,1111056,1135060000,41026.0,1495.0,1855.0,2263.0,2675.0,3671.0,2902.0,2528.0,3180.0,3251.0,3903.0,3158.0,3058.0,2482.0,1623.0,1137.0,885.0,563.0,272.0,87.0,27.0,11.0,2018
162,서울특별시,노원구,하계1동,1111058,1135061100,29377.0,545.0,791.0,1419.0,2544.0,3242.0,2128.0,1460.0,1547.0,1830.0,2956.0,2661.0,2506.0,1888.0,1216.0,900.0,801.0,560.0,258.0,98.0,20.0,7.0,2018
163,서울특별시,노원구,하계2동,1111059,1135061200,23792.0,662.0,1039.0,1464.0,1800.0,1817.0,1517.0,1249.0,1497.0,1917.0,2537.0,2118.0,1997.0,1305.0,868.0,734.0,580.0,410.0,204.0,52.0,21.0,4.0,2018
164,서울특별시,노원구,중계본동,1111060,1135061900,26780.0,428.0,1270.0,2154.0,2728.0,2197.0,1500.0,849.0,1203.0,2225.0,3474.0,2720.0,2093.0,1417.0,737.0,598.0,547.0,379.0,166.0,64.0,20.0,11.0,2018
165,서울특별시,노원구,중계1동,1111061,1135062100,28265.0,472.0,1559.0,2921.0,3202.0,1964.0,1268.0,731.0,1365.0,2705.0,4292.0,2647.0,1839.0,1116.0,642.0,536.0,465.0,328.0,145.0,46.0,10.0,12.0,2018
166,서울특별시,노원구,중계4동,1111064,1135062400,21758.0,573.0,792.0,1050.0,1607.0,1572.0,1178.0,986.0,1304.0,1626.0,2307.0,1938.0,1717.0,1484.0,1113.0,1001.0,747.0,458.0,204.0,72.0,18.0,11.0,2018
167,서울특별시,노원구,중계2·3동,1111078,1135062500,37627.0,1223.0,1372.0,1592.0,2245.0,2488.0,2135.0,2044.0,2818.0,2959.0,3630.0,2923.0,2877.0,2685.0,1905.0,1709.0,1504.0,913.0,425.0,135.0,33.0,12.0,2018
168,서울특별시,노원구,상계1동,1111065,1135063000,40844.0,1251.0,1463.0,1582.0,2243.0,2977.0,2851.0,2420.0,2997.0,2705.0,3661.0,3528.0,3794.0,3246.0,2009.0,1489.0,1264.0,768.0,360.0,144.0,42.0,50.0,2018
169,서울특별시,노원구,상계2동,1111066,1135064000,21447.0,545.0,604.0,800.0,1352.0,1808.0,1749.0,1205.0,1345.0,1381.0,2048.0,1978.0,2024.0,1604.0,1013.0,735.0,642.0,355.0,168.0,59.0,20.0,12.0,2018
170,서울특별시,노원구,상계3·4동,1111076,1135066500,26476.0,570.0,825.0,913.0,1360.0,1664.0,1553.0,1230.0,1682.0,1765.0,2352.0,2316.0,2493.0,2284.0,1648.0,1401.0,1304.0,701.0,261.0,97.0,33.0,24.0,2018
171,서울특별시,노원구,상계5동,1111069,1135067000,26084.0,565.0,775.0,956.0,1519.0,1862.0,1826.0,1405.0,1608.0,1774.0,2392.0,2388.0,2385.0,1996.0,1438.0,1197.0,1010.0,565.0,260.0,99.0,41.0,23.0,2018
172,서울특별시,노원구,상계6·7동,1111077,1135069500,35315.0,1494.0,1536.0,1624.0,1970.0,2421.0,2365.0,2392.0,3057.0,2820.0,3407.0,2952.0,2749.0,2217.0,1404.0,1005.0,873.0,556.0,335.0,109.0,26.0,3.0,2018
173,서울특별시,노원구,상계8동,1111072,1135070000,24374.0,1714.0,1223.0,1149.0,1366.0,1252.0,1399.0,2442.0,2945.0,2026.0,2172.0,1563.0,1393.0,1231.0,823.0,630.0,479.0,328.0,160.0,60.0,14.0,5.0,2018
174,서울특별시,노원구,상계9동,1111073,1135071000,22264.0,789.0,893.0,1075.0,1442.0,1516.0,1287.0,1381.0,1744.0,1718.0,2215.0,1931.0,1709.0,1614.0,986.0,706.0,588.0,378.0,206.0,69.0,14.0,3.0,2018
175,서울특별시,노원구,상계10동,1111074,1135072000,16959.0,631.0,542.0,654.0,999.0,1252.0,1208.0,1298.0,1424.0,1220.0,1623.0,1526.0,1327.0,1245.0,704.0,451.0,379.0,275.0,144.0,43.0,10.0,4.0,2018
176,서울특별시,은평구,녹번동,1112051,1138051000,34500.0,1225.0,1149.0,1040.0,1401.0,2073.0,2516.0,2604.0,3058.0,2525.0,2888.0,2696.0,2914.0,2504.0,1829.0,1564.0,1325.0,713.0,301.0,124.0,33.0,18.0,2018
177,서울특별시,은평구,불광1동,1112052,1138052000,41260.0,1447.0,1512.0,1349.0,1751.0,2598.0,2965.0,2736.0,3353.0,3088.0,3525.0,3334.0,3574.0,2960.0,2116.0,1868.0,1560.0,933.0,407.0,125.0,34.0,25.0,2018
178,서울특별시,은평구,불광2동,1112072,1138053000,29612.0,758.0,714.0,840.0,1369.0,1966.0,2359.0,2115.0,2227.0,1888.0,2623.0,2470.0,2631.0,2337.0,1727.0,1381.0,1179.0,639.0,267.0,87.0,22.0,13.0,2018
179,서울특별시,은평구,갈현1동,1112055,1138055100,24899.0,613.0,673.0,767.0,1270.0,1816.0,2053.0,1768.0,1776.0,1606.0,2225.0,2043.0,2268.0,1926.0,1362.0,1164.0,825.0,449.0,194.0,71.0,16.0,14.0,2018
180,서울특별시,은평구,갈현2동,1112056,1138055200,30301.0,978.0,943.0,1124.0,1796.0,2220.0,2168.0,2082.0,2462.0,2280.0,2783.0,2544.0,2393.0,2005.0,1444.0,1202.0,978.0,566.0,224.0,75.0,17.0,17.0,2018
181,서울특별시,은평구,구산동,1112057,1138056000,33894.0,1054.0,1180.0,1323.0,1831.0,2250.0,2294.0,2016.0,2570.0,2390.0,3144.0,2839.0,2907.0,2531.0,1781.0,1497.0,1157.0,707.0,270.0,101.0,33.0,19.0,2018
182,서울특별시,은평구,대조동,1112058,1138057000,32186.0,874.0,863.0,928.0,1407.0,2274.0,2839.0,2555.0,2744.0,2303.0,2744.0,2484.0,2591.0,2287.0,1613.0,1415.0,1241.0,661.0,238.0,83.0,20.0,22.0,2018
183,서울특별시,은평구,응암1동,1112059,1138058000,25882.0,839.0,1020.0,1174.0,1545.0,1484.0,1835.0,1758.0,2279.0,2159.0,2335.0,1961.0,1869.0,1685.0,1208.0,1063.0,857.0,498.0,193.0,79.0,32.0,9.0,2018
184,서울특별시,은평구,응암2동,1112060,1138059000,20878.0,1083.0,1219.0,931.0,995.0,1100.0,1092.0,1361.0,2220.0,2007.0,1920.0,1513.0,1371.0,1246.0,900.0,730.0,622.0,340.0,141.0,56.0,16.0,15.0,2018
185,서울특별시,은평구,응암3동,1112073,1138060000,26079.0,563.0,685.0,751.0,1230.0,1624.0,1936.0,1618.0,1908.0,1744.0,2275.0,2130.0,2310.0,2067.0,1547.0,1359.0,1221.0,713.0,269.0,84.0,28.0,17.0,2018
186,서울특별시,은평구,역촌동,1112074,1138062500,49208.0,1708.0,1821.0,1765.0,2413.0,3137.0,3549.0,3471.0,4416.0,3803.0,4386.0,3919.0,3967.0,3273.0,2467.0,2056.0,1618.0,908.0,348.0,123.0,42.0,18.0,2018
187,서울특별시,은평구,신사1동,1112065,1138063100,28693.0,974.0,945.0,988.0,1418.0,1841.0,2150.0,2079.0,2474.0,2098.0,2491.0,2229.0,2460.0,2110.0,1445.0,1181.0,981.0,499.0,225.0,81.0,16.0,8.0,2018
188,서울특별시,은평구,신사2동,1112066,1138063200,22086.0,651.0,750.0,876.0,1117.0,1493.0,1563.0,1415.0,1744.0,1567.0,1965.0,1846.0,1941.0,1712.0,1173.0,893.0,687.0,426.0,170.0,70.0,17.0,10.0,2018
189,서울특별시,은평구,증산동,1112067,1138064000,16297.0,433.0,533.0,586.0,779.0,1033.0,1104.0,990.0,1220.0,1145.0,1408.0,1313.0,1498.0,1379.0,908.0,788.0,636.0,325.0,134.0,58.0,17.0,10.0,2018
190,서울특별시,은평구,수색동,1112068,1138065000,11169.0,320.0,254.0,330.0,478.0,698.0,806.0,699.0,829.0,672.0,897.0,960.0,1107.0,1027.0,681.0,534.0,452.0,243.0,124.0,38.0,15.0,5.0,2018
191,서울특별시,은평구,진관동,1112071,1138069000,56253.0,1988.0,3630.0,4016.0,3317.0,3177.0,3304.0,3025.0,4290.0,5434.0,5777.0,4089.0,3801.0,3335.0,2214.0,1808.0,1434.0,854.0,389.0,162.0,45.0,164.0,2018
192,서울특별시,서대문구,천연동,1113052,1141052000,18787.0,751.0,766.0,760.0,894.0,1162.0,1185.0,1204.0,1453.0,1449.0,1792.0,1505.0,1506.0,1200.0,846.0,777.0,746.0,478.0,197.0,71.0,19.0,26.0,2018
193,서울특별시,서대문구,북아현동,1113074,1141055500,17393.0,811.0,695.0,502.0,685.0,1273.0,1377.0,1509.0,1630.0,1363.0,1424.0,1525.0,1345.0,1025.0,672.0,560.0,494.0,292.0,131.0,42.0,13.0,25.0,2018
194,서울특별시,서대문구,충현동,1113073,1141056500,17857.0,378.0,468.0,530.0,776.0,1255.0,1563.0,1295.0,1297.0,1201.0,1531.0,1562.0,1563.0,1391.0,866.0,752.0,660.0,399.0,214.0,81.0,43.0,32.0,2018
195,서울특별시,서대문구,신촌동,1113075,1141058500,18522.0,611.0,379.0,388.0,560.0,2733.0,3654.0,1962.0,1313.0,985.0,1052.0,1025.0,967.0,779.0,592.0,523.0,474.0,306.0,117.0,59.0,24.0,19.0,2018
196,서울특별시,서대문구,연희동,1113076,1141061500,37352.0,872.0,1042.0,1245.0,1603.0,3051.0,4206.0,2989.0,2886.0,2466.0,3183.0,2709.0,2762.0,2327.0,1649.0,1506.0,1450.0,845.0,375.0,131.0,30.0,25.0,2018
197,서울특별시,서대문구,홍제1동,1113062,1141062000,22831.0,763.0,782.0,830.0,1128.0,1451.0,1493.0,1466.0,1753.0,1677.0,2050.0,1817.0,1892.0,1744.0,1177.0,1012.0,927.0,531.0,229.0,73.0,24.0,12.0,2018
198,서울특별시,서대문구,홍제3동,1113064,1141064000,16449.0,433.0,434.0,529.0,845.0,1124.0,1056.0,954.0,1097.0,1032.0,1491.0,1442.0,1363.0,1331.0,926.0,828.0,788.0,495.0,182.0,63.0,18.0,18.0,2018
199,서울특별시,서대문구,홍제2동,1113065,1141065500,14814.0,462.0,537.0,523.0,720.0,900.0,1017.0,951.0,1073.0,1006.0,1322.0,1285.0,1398.0,1049.0,742.0,680.0,586.0,347.0,138.0,54.0,20.0,4.0,2018
200,서울특별시,서대문구,홍은1동,1113066,1141066000,23814.0,693.0,793.0,858.0,1267.0,1547.0,1558.0,1377.0,1609.0,1594.0,2103.0,2126.0,2102.0,1841.0,1297.0,1078.0,969.0,612.0,249.0,94.0,32.0,15.0,2018
201,서울특별시,서대문구,홍은2동,1113068,1141068500,28321.0,727.0,910.0,1063.0,1485.0,2068.0,2112.0,1828.0,1990.0,2022.0,2619.0,2347.0,2396.0,2083.0,1351.0,1197.0,1046.0,654.0,270.0,101.0,33.0,19.0,2018
202,서울특별시,서대문구,남가좌1동,1113069,1141069000,16811.0,969.0,1410.0,745.0,662.0,871.0,944.0,990.0,1820.0,1712.0,1421.0,1168.0,1108.0,920.0,676.0,546.0,432.0,247.0,110.0,40.0,7.0,13.0,2018
203,서울특별시,서대문구,남가좌2동,1113070,1141070000,24291.0,886.0,888.0,866.0,1193.0,1835.0,1789.0,1584.0,1954.0,1723.0,2153.0,1938.0,1830.0,1606.0,1196.0,1043.0,890.0,538.0,226.0,101.0,31.0,21.0,2018
204,서울특별시,서대문구,북가좌1동,1113071,1141071000,19150.0,856.0,825.0,1053.0,963.0,1105.0,1184.0,1200.0,1597.0,1627.0,1806.0,1469.0,1517.0,1189.0,861.0,734.0,604.0,336.0,148.0,55.0,12.0,9.0,2018
205,서울특별시,서대문구,북가좌2동,1113072,1141072000,33921.0,940.0,1099.0,1164.0,1676.0,2379.0,2535.0,2127.0,2618.0,2550.0,2965.0,2765.0,2925.0,2461.0,1823.0,1566.0,1232.0,696.0,286.0,83.0,22.0,9.0,2018
206,서울특별시,마포구,아현동,1114078,1144055500,25021.0,1620.0,1064.0,773.0,936.0,1414.0,1794.0,2497.0,2766.0,2018.0,1933.0,1912.0,1984.0,1479.0,868.0,660.0,598.0,385.0,179.0,68.0,29.0,44.0,2018
207,서울특별시,마포구,공덕동,1114077,1144056500,39740.0,1396.0,1096.0,1121.0,1661.0,2799.0,3645.0,3513.0,3271.0,2714.0,3489.0,3360.0,3373.0,2569.0,1722.0,1479.0,1251.0,786.0,298.0,124.0,33.0,40.0,2018
208,서울특별시,마포구,도화동,1114075,1144058500,22557.0,863.0,824.0,824.0,972.0,1332.0,1782.0,1987.0,1926.0,1604.0,1916.0,1728.0,1814.0,1504.0,975.0,859.0,734.0,523.0,248.0,92.0,26.0,24.0,2018
209,서울특별시,마포구,용강동,1114059,1144059000,22081.0,1011.0,1350.0,1181.0,871.0,1062.0,1388.0,1699.0,2181.0,2319.0,2083.0,1538.0,1479.0,1205.0,797.0,664.0,597.0,394.0,193.0,49.0,11.0,9.0,2018
210,서울특별시,마포구,대흥동,1114060,1144060000,11755.0,200.0,252.0,287.0,421.0,1242.0,1576.0,970.0,881.0,817.0,931.0,797.0,853.0,693.0,520.0,425.0,446.0,240.0,116.0,41.0,28.0,19.0,2018
211,서울특별시,마포구,염리동,1114061,1144061000,12088.0,465.0,461.0,540.0,566.0,858.0,936.0,841.0,1043.0,1030.0,1134.0,945.0,856.0,636.0,502.0,465.0,418.0,231.0,106.0,25.0,18.0,12.0,2018
212,서울특별시,마포구,신수동,1114063,1144063000,21305.0,838.0,775.0,889.0,1049.0,1492.0,1630.0,1594.0,1883.0,1714.0,2038.0,1578.0,1564.0,1274.0,835.0,788.0,665.0,406.0,191.0,61.0,27.0,14.0,2018
