,SD,SGG,NAME_AD,CODE,CODE_AD,ALL,0_4,5_9,10_14,15_19,20_24,25_29,30_34,35_39,40_44,45_49,50_54,55_59,60_64,65_69,70_74,75_79,80_84,85_89,90_94,95_99,100_,YEAR
1920,충청북도,청주시서원구,분평동,3304256,4311256000,32913.0,1380.0,1780.0,2165.0,2682.0,2823.0,1880.0,1707.0,2429.0,2824.0,3671.0,3006.0,2266.0,1485.0,836.0,665.0,580.0,432.0,216.0,69.0,14.0,3.0,2018
1921,충청북도,청주시서원구,수곡1동,3304257,4311257000,14991.0,343.0,458.0,483.0,748.0,1284.0,999.0,852.0,856.0,906.0,1224.0,1325.0,1479.0,1272.0,901.0,701.0,577.0,381.0,130.0,54.0,12.0,6.0,2018
1922,충청북도,청주시서원구,수곡2동,3304258,4311258000,14616.0,403.0,493.0,556.0,764.0,1026.0,948.0,722.0,747.0,903.0,1158.0,1421.0,1633.0,1278.0,780.0,613.0,550.0,379.0,167.0,64.0,10.0,1.0,2018
1923,충청북도,청주시서원구,성화·개신·죽림동,3304259,4311259000,48180.0,2224.0,2836.0,2842.0,3204.0,3613.0,3261.0,3052.0,4210.0,4259.0,4427.0,3788.0,3498.0,2712.0,1550.0,1034.0,755.0,513.0,275.0,102.0,18.0,7.0,2018
1924,충청북도,청주시흥덕구,오송읍,3304311,4311325000,21952.0,1223.0,1374.0,1178.0,988.0,1098.0,1608.0,1672.0,2216.0,1941.0,1790.0,1465.0,1432.0,1233.0,820.0,617.0,616.0,402.0,193.0,68.0,11.0,7.0,2018
1925,충청북도,청주시흥덕구,강내면,3304331,4311331000,11063.0,310.0,504.0,494.0,604.0,812.0,688.0,553.0,687.0,785.0,923.0,1061.0,1035.0,836.0,525.0,411.0,366.0,293.0,121.0,38.0,13.0,4.0,2018
1926,충청북도,청주시흥덕구,옥산면,3304332,4311332000,12349.0,768.0,602.0,478.0,536.0,649.0,677.0,915.0,1156.0,805.0,896.0,894.0,1111.0,830.0,596.0,452.0,431.0,343.0,156.0,35.0,15.0,4.0,2018
1927,충청북도,청주시흥덕구,운천·신봉동,3304351,4311370000,18751.0,542.0,662.0,774.0,1126.0,1558.0,1290.0,1070.0,1218.0,1247.0,1729.0,1837.0,1869.0,1426.0,800.0,571.0,492.0,315.0,161.0,49.0,10.0,5.0,2018
1928,충청북도,청주시흥덕구,복대1동,3304352,4311374100,51942.0,2922.0,3601.0,3464.0,3658.0,3625.0,3468.0,3785.0,5208.0,5163.0,5296.0,3855.0,2905.0,1949.0,1036.0,747.0,612.0,381.0,180.0,66.0,15.0,6.0,2018
1929,충청북도,청주시흥덕구,복대2동,3304353,4311374200,17664.0,427.0,480.0,575.0,832.0,1754.0,1877.0,1081.0,1088.0,1118.0,1344.0,1621.0,1654.0,1316.0,921.0,647.0,476.0,269.0,127.0,48.0,7.0,2.0,2018
1930,충청북도,청주시흥덕구,가경동,3304354,4311374700,50047.0,1771.0,2555.0,2980.0,3914.0,4248.0,3327.0,2586.0,3355.0,3992.0,5195.0,4839.0,4231.0,2898.0,1510.0,1002.0,810.0,496.0,224.0,87.0,25.0,2.0,2018
1931,충청북도,청주시흥덕구,봉명1동,3304355,4311375100,11280.0,383.0,344.0,297.0,437.0,933.0,1299.0,1031.0,900.0,757.0,882.0,935.0,947.0,833.0,439.0,356.0,239.0,170.0,71.0,21.0,6.0,0.0,2018
1932,충청북도,청주시흥덕구,봉명2·송정동,3304356,4311375600,25868.0,1140.0,1189.0,1211.0,1500.0,1918.0,2472.0,2221.0,2219.0,2048.0,2277.0,2110.0,1991.0,1342.0,794.0,518.0,437.0,289.0,128.0,51.0,11.0,2.0,2018
1933,충청북도,청주시흥덕구,강서1동,3304357,4311376000,24566.0,1006.0,984.0,922.0,1205.0,1807.0,2475.0,2001.0,2109.0,1773.0,2053.0,1921.0,1972.0,1506.0,936.0,642.0,556.0,432.0,173.0,73.0,17.0,3.0,2018
1934,충청북도,청주시흥덕구,강서2동,3304358,4311377000,8820.0,783.0,549.0,248.0,237.0,494.0,1113.0,1119.0,995.0,532.0,518.0,494.0,490.0,374.0,241.0,169.0,199.0,170.0,75.0,12.0,7.0,1.0,2018
1935,충청북도,청주시청원구,내수읍,3304411,4311425000,20769.0,827.0,1018.0,1086.0,1166.0,1338.0,1126.0,1113.0,1504.0,1566.0,1821.0,1814.0,1716.0,1440.0,861.0,769.0,730.0,503.0,257.0,81.0,25.0,8.0,2018
1936,충청북도,청주시청원구,오창읍,3304412,4311425300,67884.0,5867.0,5016.0,3778.0,3228.0,3232.0,5441.0,7704.0,8724.0,6172.0,5130.0,3482.0,3108.0,2421.0,1488.0,1052.0,935.0,654.0,303.0,114.0,29.0,6.0,2018
1937,충청북도,청주시청원구,북이면,3304431,4311431000,4884.0,56.0,83.0,90.0,134.0,224.0,205.0,148.0,194.0,218.0,297.0,435.0,558.0,582.0,415.0,355.0,368.0,301.0,159.0,40.0,14.0,8.0,2018
1938,충청북도,청주시청원구,우암동,3304452,4311451000,13216.0,322.0,319.0,365.0,512.0,1092.0,1150.0,863.0,858.0,821.0,958.0,1057.0,1209.0,1033.0,777.0,654.0,616.0,390.0,161.0,44.0,10.0,5.0,2018
1939,충청북도,청주시청원구,내덕1동,3304453,4311452000,9516.0,217.0,230.0,277.0,450.0,660.0,643.0,479.0,565.0,574.0,763.0,822.0,935.0,874.0,637.0,503.0,474.0,261.0,115.0,25.0,8.0,4.0,2018
1940,충청북도,청주시청원구,내덕2동,3304454,4311453000,12327.0,415.0,461.0,437.0,607.0,995.0,883.0,636.0,854.0,863.0,983.0,1008.0,1058.0,936.0,651.0,578.0,485.0,326.0,107.0,27.0,13.0,4.0,2018
1941,충청북도,청주시청원구,율량·사천동,3304455,4311454000,49899.0,2426.0,2663.0,2649.0,3198.0,3924.0,3628.0,3660.0,4210.0,3973.0,4387.0,4118.0,3758.0,2885.0,1473.0,1047.0,883.0,588.0,293.0,105.0,21.0,10.0,2018
1942,충청북도,청주시청원구,오근장동,3304451,4311455000,18730.0,1228.0,1668.0,1177.0,985.0,1009.0,946.0,1301.0,2272.0,1933.0,1388.0,1154.0,1102.0,863.0,505.0,408.0,358.0,253.0,130.0,36.0,11.0,3.0,2018
1943,충청북도,충주시,주덕읍,3302011,4313025000,5085.0,58.0,82.0,104.0,162.0,233.0,203.0,169.0,183.0,221.0,346.0,506.0,633.0,625.0,408.0,321.0,377.0,277.0,137.0,30.0,7.0,3.0,2018
1944,충청북도,충주시,살미면,3302031,4313031000,2143.0,22.0,36.0,33.0,54.0,77.0,80.0,45.0,68.0,77.0,129.0,194.0,290.0,297.0,206.0,179.0,149.0,119.0,69.0,12.0,6.0,1.0,2018
1945,충청북도,충주시,수안보면,3302032,4313032500,3281.0,39.0,69.0,61.0,83.0,116.0,124.0,86.0,112.0,134.0,202.0,291.0,431.0,431.0,311.0,251.0,267.0,160.0,69.0,38.0,5.0,1.0,2018
1946,충청북도,충주시,대소원면,3302043,4313033500,7968.0,338.0,217.0,149.0,200.0,526.0,704.0,666.0,634.0,483.0,579.0,690.0,726.0,653.0,383.0,292.0,313.0,253.0,109.0,37.0,10.0,6.0,2018
1947,충청북도,충주시,신니면,3302034,4313035000,3177.0,16.0,36.0,54.0,85.0,114.0,109.0,99.0,109.0,118.0,162.0,261.0,402.0,421.0,284.0,245.0,309.0,212.0,103.0,29.0,5.0,4.0,2018
1948,충청북도,충주시,노은면,3302035,4313036000,2430.0,25.0,40.0,48.0,72.0,85.0,72.0,54.0,79.0,77.0,113.0,191.0,270.0,334.0,252.0,211.0,222.0,169.0,77.0,29.0,6.0,4.0,2018
1949,충청북도,충주시,앙성면,3302036,4313037000,4168.0,49.0,47.0,66.0,119.0,188.0,147.0,108.0,96.0,144.0,274.0,385.0,507.0,561.0,364.0,328.0,344.0,242.0,147.0,42.0,6.0,4.0,2018
1950,충청북도,충주시,중앙탑면,3302044,4313038500,11076.0,887.0,768.0,452.0,364.0,521.0,764.0,1158.0,1363.0,883.0,758.0,715.0,671.0,572.0,352.0,268.0,261.0,188.0,92.0,30.0,8.0,1.0,2018
1951,충청북도,충주시,금가면,3302038,4313039000,3928.0,180.0,205.0,143.0,170.0,206.0,301.0,248.0,263.0,294.0,270.0,268.0,283.0,305.0,191.0,179.0,201.0,135.0,65.0,15.0,4.0,2.0,2018
1952,충청북도,충주시,동량면,3302039,4313040000,3937.0,66.0,67.0,84.0,126.0,183.0,160.0,94.0,127.0,154.0,244.0,393.0,449.0,473.0,304.0,272.0,341.0,234.0,116.0,42.0,6.0,2.0,2018
1953,충청북도,충주시,산척면,3302040,4313041000,2451.0,37.0,37.0,39.0,54.0,111.0,87.0,76.0,77.0,97.0,139.0,203.0,312.0,281.0,217.0,197.0,220.0,172.0,71.0,19.0,4.0,1.0,2018
1954,충청북도,충주시,엄정면,3302041,4313042000,3455.0,37.0,57.0,91.0,112.0,129.0,111.0,102.0,98.0,160.0,189.0,261.0,420.0,458.0,308.0,235.0,302.0,235.0,98.0,34.0,12.0,6.0,2018
1955,충청북도,충주시,소태면,3302042,4313043000,1998.0,26.0,44.0,43.0,44.0,57.0,74.0,60.0,66.0,60.0,110.0,150.0,227.0,293.0,168.0,160.0,202.0,143.0,58.0,12.0,0.0,1.0,2018
1956,충청북도,충주시,성내·충인동,3302051,4313051500,3006.0,54.0,81.0,84.0,113.0,178.0,156.0,132.0,153.0,181.0,235.0,232.0,300.0,295.0,215.0,210.0,179.0,127.0,45.0,28.0,6.0,2.0,2018
1957,충청북도,충주시,교현·안림동,3302053,4313053500,25386.0,940.0,1140.0,1252.0,1665.0,1728.0,1354.0,1285.0,1750.0,1847.0,2311.0,2246.0,2292.0,1785.0,1130.0,916.0,844.0,554.0,238.0,78.0,26.0,5.0,2018
1958,충청북도,충주시,교현2동,3302054,4313054000,7756.0,145.0,242.0,282.0,391.0,512.0,484.0,345.0,408.0,501.0,644.0,693.0,737.0,678.0,488.0,428.0,374.0,254.0,108.0,35.0,4.0,3.0,2018
1959,충청북도,충주시,용산동,3302055,4313055000,16902.0,614.0,980.0,1131.0,1278.0,1145.0,850.0,778.0,1273.0,1529.0,1709.0,1448.0,1290.0,893.0,574.0,461.0,477.0,281.0,146.0,38.0,5.0,2.0,2018
1960,충청북도,충주시,지현동,3302056,4313056000,5780.0,133.0,221.0,246.0,318.0,343.0,294.0,240.0,327.0,398.0,470.0,471.0,547.0,485.0,358.0,313.0,321.0,184.0,79.0,16.0,10.0,6.0,2018
1961,충청북도,충주시,문화동,3302057,4313057100,10328.0,219.0,311.0,365.0,483.0,610.0,545.0,435.0,587.0,589.0,785.0,882.0,1039.0,1035.0,784.0,580.0,542.0,335.0,132.0,45.0,22.0,3.0,2018
1962,충청북도,충주시,호암·직동,3302058,4313058000,9698.0,285.0,478.0,513.0,750.0,704.0,502.0,433.0,674.0,768.0,950.0,930.0,870.0,640.0,371.0,279.0,267.0,166.0,82.0,26.0,10.0,0.0,2018
1963,충청북도,충주시,달천동,3302060,4313060500,3949.0,48.0,72.0,67.0,149.0,330.0,218.0,176.0,163.0,197.0,294.0,346.0,451.0,404.0,250.0,261.0,238.0,174.0,80.0,21.0,9.0,1.0,2018
1964,충청북도,충주시,봉방동,3302061,4313061000,10066.0,341.0,370.0,388.0,527.0,648.0,557.0,527.0,717.0,696.0,906.0,901.0,926.0,804.0,564.0,466.0,404.0,219.0,79.0,18.0,7.0,1.0,2018
1965,충청북도,충주시,칠금·금릉동,3302062,4313062500,15900.0,561.0,833.0,974.0,1170.0,1190.0,830.0,732.0,1108.0,1288.0,1702.0,1479.0,1292.0,908.0,531.0,472.0,389.0,278.0,111.0,42.0,9.0,1.0,2018
1966,충청북도,충주시,연수동,3302063,4313063000,39723.0,1603.0,1794.0,2103.0,2538.0,2751.0,2419.0,2380.0,2922.0,3052.0,3745.0,3605.0,3515.0,2512.0,1503.0,1093.0,1082.0,666.0,322.0,94.0,19.0,5.0,2018
1967,충청북도,충주시,목행·용탄동,3302064,4313064000,6913.0,318.0,403.0,362.0,417.0,419.0,353.0,367.0,583.0,609.0,630.0,609.0,556.0,398.0,246.0,226.0,194.0,129.0,72.0,17.0,5.0,0.0,2018
1968,충청북도,제천시,봉양읍,3303011,4315025000,7006.0,143.0,188.0,174.0,242.0,283.0,280.0,221.0,313.0,296.0,457.0,597.0,747.0,895.0,579.0,495.0,503.0,346.0,160.0,74.0,11.0,2.0,2018
1969,충청북도,제천시,금성면,3303031,4315031000,2048.0,33.0,29.0,56.0,59.0,81.0,71.0,56.0,67.0,66.0,99.0,163.0,276.0,289.0,195.0,137.0,155.0,128.0,57.0,18.0,7.0,6.0,2018
1970,충청북도,제천시,청풍면,3303032,4315032000,1304.0,14.0,22.0,15.0,28.0,42.0,37.0,26.0,41.0,48.0,58.0,108.0,170.0,187.0,122.0,113.0,133.0,88.0,37.0,7.0,4.0,4.0,2018
1971,충청북도,제천시,수산면,3303033,4315033000,2100.0,17.0,32.0,33.0,55.0,51.0,50.0,28.0,58.0,59.0,101.0,182.0,272.0,288.0,239.0,197.0,197.0,149.0,64.0,19.0,4.0,5.0,2018
1972,충청북도,제천시,덕산면,3303034,4315034000,2268.0,30.0,52.0,99.0,118.0,59.0,45.0,48.0,57.0,91.0,128.0,158.0,255.0,292.0,246.0,199.0,190.0,107.0,71.0,20.0,3.0,0.0,2018
1973,충청북도,제천시,한수면,3303035,4315035000,730.0,9.0,8.0,17.0,23.0,21.0,18.0,12.0,29.0,31.0,53.0,72.0,80.0,107.0,71.0,54.0,47.0,47.0,19.0,9.0,2.0,1.0,2018
1974,충청북도,제천시,백운면,3303036,4315036000,3377.0,35.0,75.0,70.0,97.0,105.0,99.0,79.0,82.0,111.0,168.0,279.0,427.0,494.0,332.0,268.0,302.0,216.0,98.0,30.0,6.0,4.0,2018
1975,충청북도,제천시,송학면,3303037,4315038000,4782.0,46.0,64.0,91.0,176.0,263.0,204.0,119.0,153.0,192.0,272.0,406.0,575.0,628.0,450.0,359.0,377.0,245.0,106.0,41.0,11.0,4.0,2018
1976,충청북도,제천시,교동,3303051,4315051000,19240.0,826.0,999.0,1173.0,1424.0,1347.0,935.0,901.0,1406.0,1518.0,2034.0,1694.0,1539.0,1228.0,742.0,523.0,511.0,287.0,106.0,30.0,12.0,5.0,2018
1977,충청북도,제천시,의림지동,3303073,4315051800,10242.0,399.0,508.0,574.0,702.0,764.0,529.0,527.0,682.0,786.0,997.0,902.0,851.0,731.0,401.0,277.0,284.0,192.0,100.0,29.0,4.0,3.0,2018
1978,충청북도,제천시,중앙동,3303074,4315052800,6346.0,122.0,203.0,196.0,297.0,359.0,341.0,255.0,314.0,361.0,518.0,537.0,639.0,642.0,515.0,371.0,354.0,192.0,81.0,33.0,9.0,7.0,2018
1979,충청북도,제천시,남현동,3303070,4315053700,5305.0,126.0,128.0,129.0,241.0,318.0,312.0,254.0,288.0,272.0,343.0,468.0,573.0,586.0,404.0,346.0,276.0,167.0,45.0,23.0,5.0,1.0,2018
1980,충청북도,제천시,영서동,3303071,4315054700,8782.0,261.0,304.0,348.0,402.0,531.0,425.0,373.0,526.0,564.0,714.0,758.0,822.0,763.0,593.0,495.0,466.0,277.0,114.0,25.0,8.0,13.0,2018
1981,충청북도,제천시,용두동,3303056,4315056000,17600.0,643.0,817.0,846.0,1080.0,1704.0,1056.0,830.0,1130.0,1204.0,1533.0,1511.0,1633.0,1237.0,696.0,551.0,510.0,389.0,169.0,49.0,10.0,2.0,2018
1982,충청북도,제천시,신백동,3303072,4315057700,11915.0,407.0,572.0,596.0,782.0,858.0,623.0,545.0,761.0,868.0,1105.0,1111.0,971.0,802.0,602.0,419.0,469.0,264.0,106.0,39.0,11.0,4.0,2018
1983,충청북도,제천시,청전동,3303059,4315059000,16516.0,371.0,429.0,539.0,821.0,1172.0,985.0,735.0,844.0,899.0,1288.0,1457.0,1867.0,1729.0,1136.0,871.0,683.0,427.0,173.0,69.0,18.0,3.0,2018
1984,충청북도,제천시,화산동,3303060,4315060500,15825.0,926.0,922.0,669.0,741.0,858.0,775.0,1067.0,1419.0,1193.0,1267.0,1246.0,1217.0,1092.0,705.0,609.0,581.0,351.0,141.0,32.0,11.0,3.0,2018
1985,충청북도,보은군,보은읍,3332011,4372025000,15152.0,505.0,604.0,617.0,853.0,825.0,687.0,661.0,809.0,848.0,1178.0,1274.0,1445.0,1349.0,938.0,737.0,788.0,613.0,308.0,89.0,16.0,8.0,2018
1986,충청북도,보은군,속리산면,3332031,4372031500,2007.0,28.0,22.0,43.0,60.0,88.0,56.0,49.0,49.0,67.0,147.0,187.0,229.0,254.0,193.0,168.0,192.0,88.0,52.0,29.0,3.0,3.0,2018
1987,충청북도,보은군,장안면,3332032,4372032500,1630.0,73.0,49.0,33.0,58.0,75.0,72.0,70.0,107.0,86.0,111.0,121.0,136.0,150.0,100.0,101.0,138.0,81.0,45.0,15.0,7.0,2.0,2018
1988,충청북도,보은군,마로면,3332033,4372033000,2346.0,31.0,34.0,54.0,57.0,88.0,52.0,53.0,60.0,73.0,121.0,170.0,270.0,303.0,217.0,211.0,233.0,194.0,86.0,31.0,7.0,1.0,2018
1989,충청북도,보은군,탄부면,3332034,4372034000,1772.0,24.0,21.0,27.0,42.0,54.0,42.0,51.0,45.0,55.0,80.0,107.0,183.0,226.0,173.0,166.0,190.0,169.0,85.0,26.0,3.0,3.0,2018
1990,충청북도,보은군,삼승면,3332035,4372035000,2416.0,35.0,38.0,95.0,94.0,81.0,67.0,63.0,86.0,96.0,132.0,187.0,275.0,282.0,208.0,163.0,232.0,183.0,78.0,19.0,0.0,2.0,2018
1991,충청북도,보은군,수한면,3332036,4372036000,2011.0,33.0,44.0,49.0,55.0,59.0,54.0,47.0,71.0,81.0,96.0,149.0,242.0,259.0,195.0,143.0,179.0,138.0,71.0,41.0,3.0,2.0,2018
1992,충청북도,보은군,회남면,3332037,4372037000,776.0,13.0,18.0,11.0,7.0,23.0,21.0,15.0,19.0,21.0,43.0,57.0,90.0,134.0,98.0,52.0,68.0,49.0,30.0,5.0,2.0,0.0,2018
1993,충청북도,보은군,회인면,3332038,4372038500,1923.0,33.0,50.0,29.0,39.0,74.0,45.0,42.0,58.0,47.0,89.0,148.0,238.0,231.0,188.0,157.0,165.0,163.0,84.0,38.0,5.0,0.0,2018
1994,충청북도,보은군,내북면,3332039,4372039000,1798.0,29.0,23.0,33.0,59.0,63.0,47.0,49.0,60.0,56.0,97.0,163.0,200.0,223.0,152.0,145.0,159.0,129.0,80.0,28.0,3.0,0.0,2018
1995,충청북도,보은군,산외면,3332040,4372040000,1849.0,31.0,22.0,32.0,54.0,70.0,63.0,48.0,53.0,70.0,101.0,156.0,223.0,244.0,150.0,132.0,171.0,142.0,54.0,27.0,4.0,2.0,2018
1996,충청북도,옥천군,옥천읍,3333011,4373025000,29443.0,979.0,1427.0,1452.0,1783.0,1874.0,1342.0,1274.0,1935.0,2153.0,2514.0,2389.0,2560.0,2273.0,1733.0,1211.0,1227.0,766.0,388.0,121.0,35.0,7.0,2018
1997,충청북도,옥천군,동이면,3333031,4373031000,3265.0,44.0,45.0,65.0,93.0,137.0,105.0,88.0,108.0,137.0,220.0,252.0,396.0,431.0,277.0,229.0,278.0,200.0,111.0,36.0,12.0,1.0,2018
1998,충청북도,옥천군,안남면,3333032,4373032000,1447.0,21.0,18.0,30.0,37.0,52.0,26.0,33.0,45.0,42.0,72.0,115.0,176.0,180.0,139.0,120.0,127.0,113.0,74.0,25.0,1.0,1.0,2018
1999,충청북도,옥천군,안내면,3333033,4373033000,2008.0,14.0,24.0,29.0,45.0,64.0,44.0,39.0,52.0,68.0,120.0,152.0,210.0,273.0,223.0,160.0,211.0,161.0,70.0,35.0,10.0,4.0,2018
2000,충청북도,옥천군,청성면,3333034,4373034000,2372.0,16.0,17.0,24.0,47.0,52.0,50.0,42.0,57.0,59.0,97.0,184.0,283.0,341.0,250.0,208.0,260.0,226.0,112.0,39.0,5.0,3.0,2018
2001,충청북도,옥천군,청산면,3333035,4373035000,3161.0,25.0,47.0,86.0,72.0,94.0,76.0,56.0,95.0,112.0,157.0,228.0,371.0,391.0,345.0,289.0,319.0,248.0,111.0,25.0,10.0,4.0,2018
2002,충청북도,옥천군,이원면,3333036,4373036000,4385.0,49.0,75.0,102.0,151.0,166.0,155.0,127.0,154.0,173.0,250.0,375.0,482.0,496.0,424.0,342.0,350.0,299.0,160.0,42.0,11.0,2.0,2018
2003,충청북도,옥천군,군서면,3333037,4373037000,2303.0,30.0,35.0,43.0,52.0,95.0,99.0,58.0,78.0,85.0,114.0,191.0,280.0,259.0,232.0,174.0,198.0,159.0,96.0,15.0,9.0,1.0,2018
2004,충청북도,옥천군,군북면,3333038,4373038000,3081.0,29.0,58.0,44.0,82.0,141.0,101.0,92.0,111.0,129.0,201.0,271.0,376.0,397.0,315.0,223.0,221.0,166.0,86.0,28.0,7.0,3.0,2018
2005,충청북도,영동군,영동읍,3334011,4374025000,22208.0,825.0,958.0,982.0,1468.0,1910.0,1129.0,1023.0,1347.0,1452.0,1804.0,1767.0,1846.0,1597.0,1173.0,960.0,928.0,654.0,241.0,110.0,21.0,13.0,2018
2006,충청북도,영동군,용산면,3334031,4374031000,3451.0,57.0,64.0,60.0,110.0,164.0,116.0,87.0,118.0,146.0,238.0,298.0,394.0,390.0,307.0,234.0,289.0,221.0,97.0,48.0,8.0,5.0,2018
2007,충청북도,영동군,황간면,3334032,4374032000,4520.0,97.0,110.0,116.0,179.0,198.0,179.0,132.0,170.0,189.0,288.0,380.0,510.0,514.0,372.0,316.0,369.0,251.0,102.0,32.0,10.0,6.0,2018
2008,충청북도,영동군,추풍령면,3334033,4374033500,2400.0,25.0,21.0,64.0,92.0,112.0,66.0,53.0,75.0,92.0,149.0,197.0,262.0,307.0,214.0,204.0,196.0,151.0,77.0,29.0,13.0,1.0,2018
2009,충청북도,영동군,매곡면,3334034,4374034000,2022.0,30.0,24.0,46.0,63.0,83.0,55.0,45.0,48.0,79.0,108.0,174.0,228.0,240.0,185.0,144.0,197.0,165.0,83.0,19.0,6.0,0.0,2018
2010,충청북도,영동군,상촌면,3334035,4374035000,2431.0,32.0,37.0,54.0,57.0,74.0,57.0,67.0,56.0,82.0,155.0,170.0,251.0,314.0,250.0,199.0,270.0,170.0,89.0,42.0,4.0,1.0,2018
2011,충청북도,영동군,양강면,3334036,4374036000,3373.0,71.0,58.0,89.0,130.0,231.0,128.0,96.0,109.0,122.0,206.0,300.0,363.0,334.0,284.0,238.0,271.0,223.0,89.0,21.0,7.0,3.0,2018
2012,충청북도,영동군,용화면,3334037,4374037000,1010.0,8.0,16.0,22.0,34.0,43.0,25.0,23.0,21.0,33.0,49.0,80.0,119.0,127.0,66.0,85.0,130.0,75.0,34.0,14.0,6.0,0.0,2018
2013,충청북도,영동군,학산면,3334038,4374038000,2941.0,63.0,53.0,40.0,63.0,96.0,97.0,68.0,83.0,99.0,143.0,245.0,328.0,349.0,275.0,251.0,297.0,229.0,105.0,44.0,12.0,1.0,2018
2014,충청북도,영동군,양산면,3334039,4374039000,1935.0,26.0,29.0,40.0,59.0,67.0,40.0,38.0,48.0,82.0,133.0,150.0,204.0,213.0,191.0,160.0,194.0,140.0,79.0,35.0,7.0,0.0,2018
2015,충청북도,영동군,심천면,3334040,4374040000,3424.0,57.0,58.0,60.0,96.0,124.0,103.0,102.0,115.0,140.0,199.0,268.0,388.0,383.0,363.0,273.0,319.0,226.0,108.0,36.0,6.0,0.0,2018
2016,충청북도,증평군,증평읍,3339014,4374525000,35264.0,1755.0,1942.0,1676.0,1788.0,2171.0,2259.0,2246.0,2846.0,2632.0,2901.0,2799.0,2756.0,2367.0,1520.0,1214.0,1152.0,771.0,342.0,93.0,27.0,7.0,2018
2017,충청북도,증평군,도안면,3339031,4374531000,2053.0,14.0,37.0,46.0,75.0,87.0,71.0,53.0,58.0,96.0,131.0,179.0,224.0,262.0,181.0,154.0,157.0,143.0,56.0,18.0,9.0,2.0,2018
2018,충청북도,진천군,진천읍,3335011,4375025000,30395.0,1206.0,1499.0,1570.0,1889.0,2035.0,1632.0,1495.0,2303.0,2450.0,2785.0,2614.0,2528.0,1888.0,1322.0,1042.0,967.0,752.0,294.0,100.0,20.0,4.0,2018
2019,충청북도,진천군,덕산면,3335031,4375031000,20911.0,1710.0,1586.0,1226.0,807.0,936.0,1294.0,1953.0,2657.0,1941.0,1568.0,1310.0,1221.0,903.0,541.0,398.0,376.0,305.0,122.0,48.0,8.0,1.0,2018
2020,충청북도,진천군,초평면,3335032,4375032000,3330.0,34.0,76.0,88.0,123.0,125.0,88.0,107.0,118.0,149.0,211.0,284.0,383.0,389.0,275.0,235.0,267.0,232.0,111.0,25.0,9.0,1.0,2018
2021,충청북도,진천군,문백면,3335033,4375033000,3711.0,65.0,86.0,82.0,94.0,187.0,153.0,154.0,148.0,168.0,248.0,354.0,453.0,422.0,291.0,236.0,257.0,203.0,76.0,24.0,10.0,0.0,2018
2022,충청북도,진천군,백곡면,3335034,4375034000,2142.0,28.0,47.0,37.0,44.0,80.0,60.0,61.0,73.0,93.0,102.0,192.0,225.0,272.0,208.0,179.0,189.0,154.0,63.0,22.0,12.0,1.0,2018
2023,충청북도,진천군,이월면,3335035,4375035000,6604.0,103.0,212.0,218.0,274.0,336.0,297.0,243.0,355.0,390.0,455.0,602.0,742.0,709.0,451.0,335.0,371.0,307.0,136.0,52.0,10.0,6.0,2018
2024,충청북도,진천군,광혜원면,3335036,4375037000,11125.0,388.0,535.0,596.0,640.0,686.0,711.0,629.0,885.0,910.0,1054.0,1096.0,946.0,702.0,393.0,312.0,294.0,212.0,93.0,41.0,2.0,0.0,2018
2025,충청북도,괴산군,괴산읍,3336011,4376025000,10588.0,321.0,433.0,428.0,623.0,1010.0,497.0,472.0,687.0,742.0,798.0,853.0,879.0,800.0,583.0,499.0,478.0,305.0,136.0,32.0,9.0,3.0,2018
2026,충청북도,괴산군,감물면,3336031,4376031000,2137.0,27.0,38.0,60.0,68.0,78.0,65.0,60.0,74.0,67.0,125.0,195.0,268.0,277.0,177.0,159.0,167.0,146.0,56.0,21.0,7.0,2.0,2018
2027,충청북도,괴산군,장연면,3336032,4376032000,1981.0,20.0,24.0,24.0,48.0,76.0,67.0,42.0,51.0,73.0,107.0,189.0,268.0,262.0,188.0,149.0,169.0,130.0,65.0,25.0,3.0,1.0,2018
2028,충청북도,괴산군,연풍면,3336033,4376033000,2477.0,23.0,24.0,40.0,72.0,98.0,81.0,57.0,84.0,102.0,126.0,187.0,338.0,368.0,215.0,192.0,220.0,142.0,79.0,20.0,5.0,4.0,2018
2029,충청북도,괴산군,칠성면,3336034,4376034000,3204.0,48.0,53.0,61.0,99.0,128.0,121.0,102.0,109.0,160.0,234.0,328.0,379.0,372.0,251.0,232.0,262.0,165.0,76.0,19.0,3.0,2.0,2018
2030,충청북도,괴산군,문광면,3336035,4376035000,2217.0,26.0,43.0,55.0,58.0,91.0,58.0,61.0,65.0,87.0,133.0,191.0,269.0,283.0,205.0,178.0,158.0,142.0,88.0,21.0,5.0,0.0,2018
2031,충청북도,괴산군,청천면,3336036,4376036000,5145.0,55.0,79.0,98.0,146.0,170.0,144.0,123.0,145.0,162.0,300.0,486.0,686.0,707.0,519.0,399.0,464.0,271.0,130.0,44.0,12.0,5.0,2018
2032,충청북도,괴산군,청안면,3336037,4376037000,3540.0,34.0,39.0,63.0,96.0,125.0,136.0,101.0,94.0,131.0,222.0,349.0,430.0,504.0,314.0,245.0,272.0,224.0,106.0,43.0,7.0,5.0,2018
2033,충청북도,괴산군,사리면,3336038,4376039000,2877.0,30.0,47.0,56.0,98.0,132.0,117.0,90.0,105.0,115.0,193.0,242.0,316.0,332.0,246.0,228.0,246.0,175.0,79.0,23.0,7.0,0.0,2018
